pollster_rating_name,pollster_effect
b[(Intercept) pollster_rating_name:Hendrix_College],-0.5624954194567771
b[(Intercept) pollster_rating_name:High_Point_University_Survey_Research_Center],0.13174886206883094
b[(Intercept) pollster_rating_name:HighGround_Inc.],-0.2913073007693352
b[(Intercept) pollster_rating_name:Hoffman_Research_Group],-0.5944761866908274
b[(Intercept) pollster_rating_name:Hunt_Research],0.4426878805895155
b[(Intercept) pollster_rating_name:Impact_Research],0.5499107904640744
b[(Intercept) pollster_rating_name:InsiderAdvantage],1.796872436380067
b[(Intercept) pollster_rating_name:Ipsos],-1.9457864503100153
b[(Intercept) pollster_rating_name:Iron_Light],-1.2583014727370805
b[(Intercept) pollster_rating_name:J.L._Partners],-1.0977842807253484
b[(Intercept) pollster_rating_name:John_Zogby_Strategies],15.838697844596286
b[(Intercept) pollster_rating_name:KAConsulting],-0.3290309673216926
b[(Intercept) pollster_rating_name:Kaplan_Strategies],0.06260823759937077
b[(Intercept) pollster_rating_name:Keating_Research],0.44469110080919383
b[(Intercept) pollster_rating_name:Lake_Research_Partners],0.4431035840777584
b[(Intercept) pollster_rating_name:Landmark_Communications],-0.3919864144677151
b[(Intercept) pollster_rating_name:Manhattan_Institute],0.08649930650076303
b[(Intercept) pollster_rating_name:Marist_College],2.490163877458038
b[(Intercept) pollster_rating_name:Marketing_Resource_Group_(MRG)],-2.16028416959299
b[(Intercept) pollster_rating_name:Marquette_University_Law_School],1.3260361525197584
b[(Intercept) pollster_rating_name:Mason-Dixon_Polling_&_Strategy],0.18948161423297952
b[(Intercept) pollster_rating_name:MassINC_Polling_Group],-0.22825459217586047
b[(Intercept) pollster_rating_name:McLaughlin_&_Associates],0.4062818947083626
b[(Intercept) pollster_rating_name:Meeting_Street_Insights],-2.362071749596123
"b[(Intercept) pollster_rating_name:Meredith_College_Department_of_History,_Political_Science,_and_International_Studies]",-0.813903860477044
b[(Intercept) pollster_rating_name:Metropolitan_Research_Services],0.3568836060549109
b[(Intercept) pollster_rating_name:Mitchell_Research_&_Communications],-0.3471527031091455
b[(Intercept) pollster_rating_name:Moore_Information_Group],-0.516194221510882
b[(Intercept) pollster_rating_name:Morning_Consult],0.47586575094654154
b[(Intercept) pollster_rating_name:Muhlenberg_College_Institute_of_Public_Opinion],-0.5636416878121144
b[(Intercept) pollster_rating_name:National_Public_Affairs],-0.01699786494810665
b[(Intercept) pollster_rating_name:National_Research],0.21453582594744489
b[(Intercept) pollster_rating_name:New_Bridge_Strategy/Aspect_Strategic],0.3072833317472466
b[(Intercept) pollster_rating_name:Noble_Predictive_Insights],-1.4772612231222007
b[(Intercept) pollster_rating_name:North_Star_Opinion_Research],-0.32806204207676604
b[(Intercept) pollster_rating_name:Ohio_Northern_University_Institute_for_Civics_and_Public_Policy],-0.14854027145040719
b[(Intercept) pollster_rating_name:OnMessage_Inc.],0.5199106229462669
b[(Intercept) pollster_rating_name:Opinion_Diagnostics],-0.007883752543894663
b[(Intercept) pollster_rating_name:Pan_Atlantic_Research],-0.9033019574933
b[(Intercept) pollster_rating_name:Patriot_Polling],2.015144445285789
b[(Intercept) pollster_rating_name:PEM_Management_Corporation],-0.23017796786847125
b[(Intercept) pollster_rating_name:Praecones_Analytica],0.44242981151637695
b[(Intercept) pollster_rating_name:Prime_Group],3.0820604760601324
b[(Intercept) pollster_rating_name:Probolsky_Research],1.5379723981100346
b[(Intercept) pollster_rating_name:Public_Opinion_Strategies],2.140621490957041
b[(Intercept) pollster_rating_name:Public_Policy_Institute_of_California],-0.48433253793342684
b[(Intercept) pollster_rating_name:Public_Policy_Polling],2.229664572553972
b[(Intercept) pollster_rating_name:Quantus_Insights],1.1342191725628663
b[(Intercept) pollster_rating_name:Quinnipiac_University],0.5061126094261721
b[(Intercept) pollster_rating_name:RABA_Research],-1.0792294811033363
b[(Intercept) pollster_rating_name:Rasmussen_Reports],0.11449501608815355
b[(Intercept) pollster_rating_name:Redfield_&_Wilton_Strategies],-1.4613812139779974
b[(Intercept) pollster_rating_name:Remington_Research_Group],0.037303492943725536
b[(Intercept) pollster_rating_name:Repass],-1.544999717655714
b[(Intercept) pollster_rating_name:Research_&_Polling_Inc.],-0.314286192871444
b[(Intercept) pollster_rating_name:Research_Co.],1.8152457863520166
b[(Intercept) pollster_rating_name:RMG_Research],2.265705906976536
b[(Intercept) pollster_rating_name:Roanoke_College_Institute_for_Policy_and_Opinion_Research],1.8780014533927278
b[(Intercept) pollster_rating_name:Saint_Anselm_College_Survey_Center],-0.41323380174468616
b[(Intercept) pollster_rating_name:Selzer_&_Co.],-0.5659870335292545
b[(Intercept) pollster_rating_name:Siena_College],-1.3469485913703603
b[(Intercept) pollster_rating_name:Slingshot_Strategies],0.7605081238568547
b[(Intercept) pollster_rating_name:SoCal_Research],2.017784044478386
b[(Intercept) pollster_rating_name:SoonerPoll.com],0.9988244966352807
b[(Intercept) pollster_rating_name:Spry_Strategies],-0.11477391804199351
b[(Intercept) pollster_rating_name:SSRS],-3.9960735600275377
b[(Intercept) pollster_rating_name:St._Pete_Polls],0.7188006865508706
b[(Intercept) pollster_rating_name:Strategies_360],-0.3613006452378584
b[(Intercept) pollster_rating_name:Suffolk_University],-1.0361547107747415
b[(Intercept) pollster_rating_name:SurveyUSA],-0.3871439236829983
b[(Intercept) pollster_rating_name:Susquehanna_Polling_&_Research_Inc.],2.230051337024987
b[(Intercept) pollster_rating_name:Target_Insyght],0.10412892824814533
b[(Intercept) pollster_rating_name:Targoz_Market_Research],-0.5173975942286195
b[(Intercept) pollster_rating_name:Tarrance_Group],0.7899552171146345
b[(Intercept) pollster_rating_name:Texas_Hispanic_Policy_Foundation],-0.5573086726167286
b[(Intercept) pollster_rating_name:Texas_Lyceum],-1.0786685053617717
b[(Intercept) pollster_rating_name:The_Bullfinch_Group],0.12023277134315978
b[(Intercept) pollster_rating_name:The_Citadel_School_of_Humanities_and_Social_Sciences],-0.9884427315505315
b[(Intercept) pollster_rating_name:The_New_York_Times/Siena_College],0.055003344640964263
b[(Intercept) pollster_rating_name:The_Political_Matrix/The_Listener_Group],1.525991171623915
b[(Intercept) pollster_rating_name:The_Tyson_Group],-1.4744905715579952
b[(Intercept) pollster_rating_name:The_Washington_Post/George_Mason_University_Schar_School_of_Policy_and_Government],-0.2532586750051069
b[(Intercept) pollster_rating_name:The_Washington_Post/University_of_Maryland_Center_for_Democracy_and_Civic_Engagement],0.5511978081800185
b[(Intercept) pollster_rating_name:TIPP_Insights],0.29952422284785213
b[(Intercept) pollster_rating_name:Torchlight_Strategies],0.3522777836749565
b[(Intercept) pollster_rating_name:Trafalgar_Group],-0.2984254423044657
b[(Intercept) pollster_rating_name:Tulchin_Research],-0.1747201458951811
b[(Intercept) pollster_rating_name:UMBC_Institute_of_Politics],-0.6903501769335674
b[(Intercept) pollster_rating_name:University_of_California_Berkeley_Institute_of_Governmental_Studies],-2.010845275199097
b[(Intercept) pollster_rating_name:University_of_Delaware_Center_for_Political_Communication],-0.6066597661395754
b[(Intercept) pollster_rating_name:University_of_Georgia_School_of_Public_and_International_Affairs],0.11414459176016281
b[(Intercept) pollster_rating_name:University_of_Houston_Hobby_School_of_Public_Affairs],0.058476891402698294
b[(Intercept) pollster_rating_name:University_of_Massachusetts_Department_of_Political_Science/YouGov],-2.6774336525509566
b[(Intercept) pollster_rating_name:University_of_Massachusetts_Lowell_Center_for_Public_Opinion],-0.6239969716483924
b[(Intercept) pollster_rating_name:University_of_New_Hampshire_Survey_Center],0.3996674029965093
b[(Intercept) pollster_rating_name:University_of_North_Florida_Public_Opinion_Research_Lab],1.0940279934356343
b[(Intercept) pollster_rating_name:University_of_Rhode_Island_Survey_Initiative/YouGov],-1.20002300338762
b[(Intercept) pollster_rating_name:University_of_Texas_at_Tyler_Center_for_Opinion_Research],0.570500762054566
b[(Intercept) pollster_rating_name:USC_Dornsife/CSU_Long_Beach/Cal_Poly_Pomona],-1.5673101281935076
b[(Intercept) pollster_rating_name:VCreek/AMG],-1.9613961472971337
b[(Intercept) pollster_rating_name:Victory_Insights],2.822713651287209
b[(Intercept) pollster_rating_name:Virginia_Commonwealth_University_L._Douglas_Wilder_School_of_Government_and_Public_Affairs],-1.044245403807146
b[(Intercept) pollster_rating_name:VoteTXT],0.2029586942946681
b[(Intercept) pollster_rating_name:Wick],0.6264850584953795
b[(Intercept) pollster_rating_name:Winthrop_University_Center_for_Public_Opinion_&_Policy_Research],-0.12628708006753717
b[(Intercept) pollster_rating_name:WPA_Intelligence],0.24496320033491653
b[(Intercept) pollster_rating_name:YouGov],-0.0579579497886933
b[(Intercept) pollster_rating_name:Z_to_A_Research],-0.7493403841135665
b[(Intercept) pollster_rating_name:Zogby_Analytics],1.1724989702448625
